venue,result,Home Goals,Away Goals,Away Team,Home Team
Away,W,2,0,West Ham,Manchester City
Home,W,4,0,Bournemouth,Manchester City
Away,D,3,3,Newcastle Utd,Manchester City
Home,W,4,2,Crystal Palace,Manchester City
Home,W,6,0,Nott'ham Forest,Manchester City
Away,D,1,1,Aston Villa,Manchester City
Away,W,3,0,Wolves,Manchester City
Home,W,6,3,Manchester Utd,Manchester City
Home,W,4,0,Southampton,Manchester City
Away,L,0,1,Liverpool,Manchester City
Home,W,3,1,Brighton,Manchester City
Away,W,1,0,Leicester City,Manchester City
Home,W,2,1,Fulham,Manchester City
Home,L,1,2,Brentford,Manchester City
Away,W,3,1,Leeds United,Manchester City
Home,D,1,1,Everton,Manchester City
Away,W,1,0,Chelsea,Manchester City
Away,L,1,2,Manchester Utd,Manchester City
Home,W,4,2,Tottenham,Manchester City
Home,W,3,0,Wolves,Manchester City
Away,L,0,1,Tottenham,Manchester City
Home,W,3,1,Aston Villa,Manchester City
Away,W,3,1,Arsenal,Manchester City
Away,W,2,0,Crystal Palace,Arsenal
Home,W,4,2,Leicester City,Arsenal
Away,W,3,0,Bournemouth,Arsenal
Home,W,2,1,Fulham,Arsenal
Home,W,2,1,Aston Villa,Arsenal
Away,L,1,3,Manchester Utd,Arsenal
Away,W,3,0,Brentford,Arsenal
Home,W,3,1,Tottenham,Arsenal
Home,W,3,2,Liverpool,Arsenal
Away,W,1,0,Leeds United,Arsenal
Away,D,1,1,Southampton,Arsenal
Home,W,5,0,Nott'ham Forest,Arsenal
Away,W,1,0,Chelsea,Arsenal
Away,W,2,0,Wolves,Arsenal
Home,W,3,1,West Ham,Arsenal
Away,W,4,2,Brighton,Arsenal
Home,D,0,0,Newcastle Utd,Arsenal
Away,W,2,0,Tottenham,Arsenal
Home,W,3,2,Manchester Utd,Arsenal
Away,L,0,1,Everton,Arsenal
Home,D,1,1,Brentford,Arsenal
Home,L,1,2,Brighton,Manchester Utd
Away,L,0,4,Brentford,Manchester Utd
Home,W,2,1,Liverpool,Manchester Utd
Away,W,1,0,Southampton,Manchester Utd
Away,W,1,0,Leicester City,Manchester Utd
Home,W,3,1,Arsenal,Manchester Utd
Away,L,3,6,Manchester City,Manchester Utd
Away,W,2,1,Everton,Manchester Utd
Home,D,0,0,Newcastle Utd,Manchester Utd
Home,W,2,0,Tottenham,Manchester Utd
Away,D,1,1,Chelsea,Manchester Utd
Home,W,1,0,West Ham,Manchester Utd
Away,L,1,3,Aston Villa,Manchester Utd
Away,W,2,1,Fulham,Manchester Utd
Home,W,3,0,Nott'ham Forest,Manchester Utd
Away,W,1,0,Wolves,Manchester Utd
Home,W,3,0,Bournemouth,Manchester Utd
Home,W,2,1,Manchester City,Manchester Utd
Away,D,1,1,Crystal Palace,Manchester Utd
Away,L,2,3,Arsenal,Manchester Utd
Home,W,2,1,Crystal Palace,Manchester Utd
Home,D,2,2,Leeds United,Manchester Utd
Away,W,2,0,Leeds United,Manchester Utd
Home,W,2,0,Nott'ham Forest,Newcastle Utd
Away,D,0,0,Brighton,Newcastle Utd
Home,D,3,3,Manchester City,Newcastle Utd
Away,D,1,1,Wolves,Newcastle Utd
Away,L,1,2,Liverpool,Newcastle Utd
Home,D,0,0,Crystal Palace,Newcastle Utd
Home,D,1,1,Bournemouth,Newcastle Utd
Away,W,4,1,Fulham,Newcastle Utd
Home,W,5,1,Brentford,Newcastle Utd
Away,D,0,0,Manchester Utd,Newcastle Utd
Home,W,1,0,Everton,Newcastle Utd
Away,W,2,1,Tottenham,Newcastle Utd
Home,W,4,0,Aston Villa,Newcastle Utd
Away,W,4,1,Southampton,Newcastle Utd
Home,W,1,0,Chelsea,Newcastle Utd
Away,W,3,0,Leicester City,Newcastle Utd
Home,D,0,0,Leeds United,Newcastle Utd
Away,D,0,0,Arsenal,Newcastle Utd
Home,W,1,0,Fulham,Newcastle Utd
Away,D,0,0,Crystal Palace,Newcastle Utd
Home,D,1,1,West Ham,Newcastle Utd
Away,D,1,1,Bournemouth,Newcastle Utd
Home,W,4,1,Southampton,Tottenham
Away,D,2,2,Chelsea,Tottenham
Home,W,1,0,Wolves,Tottenham
Away,W,2,0,Nott'ham Forest,Tottenham
Away,D,1,1,West Ham,Tottenham
Home,W,2,1,Fulham,Tottenham
Home,W,6,2,Leicester City,Tottenham
Away,L,1,3,Arsenal,Tottenham
Away,W,1,0,Brighton,Tottenham
Home,W,2,0,Everton,Tottenham
Away,L,0,2,Manchester Utd,Tottenham
Home,L,1,2,Newcastle Utd,Tottenham
Away,W,3,2,Bournemouth,Tottenham
Home,L,1,2,Liverpool,Tottenham
Home,W,4,3,Leeds United,Tottenham
Away,D,2,2,Brentford,Tottenham
Home,L,0,2,Aston Villa,Tottenham
Away,W,4,0,Crystal Palace,Tottenham
Home,L,0,2,Arsenal,Tottenham
Away,L,2,4,Manchester City,Tottenham
Away,W,1,0,Fulham,Tottenham
Home,W,1,0,Manchester City,Tottenham
Away,L,1,4,Leicester City,Tottenham
Away,W,2,1,Manchester Utd,Brighton
Home,D,0,0,Newcastle Utd,Brighton
Away,W,2,0,West Ham,Brighton
Home,W,1,0,Leeds United,Brighton
Away,L,1,2,Fulham,Brighton
Home,W,5,2,Leicester City,Brighton
Away,D,3,3,Liverpool,Brighton
Home,L,0,1,Tottenham,Brighton
Away,L,0,2,Brentford,Brighton
Home,D,0,0,Nott'ham Forest,Brighton
Away,L,1,3,Manchester City,Brighton
Home,W,4,1,Chelsea,Brighton
Away,W,3,2,Wolves,Brighton
Home,L,1,2,Aston Villa,Brighton
Away,W,3,1,Southampton,Brighton
Home,L,2,4,Arsenal,Brighton
Away,W,4,1,Everton,Brighton
Home,W,3,0,Liverpool,Brighton
Away,D,2,2,Leicester City,Brighton
Home,W,1,0,Bournemouth,Brighton
Away,D,1,1,Crystal Palace,Brighton
Home,D,2,2,Liverpool,Fulham
Away,D,0,0,Wolves,Fulham
Home,W,3,2,Brentford,Fulham
Away,L,1,2,Arsenal,Fulham
Home,W,2,1,Brighton,Fulham
Away,L,1,2,Tottenham,Fulham
Away,W,3,2,Nott'ham Forest,Fulham
Home,L,1,4,Newcastle Utd,Fulham
Away,L,1,3,West Ham,Fulham
Home,D,2,2,Bournemouth,Fulham
Home,W,3,0,Aston Villa,Fulham
Away,W,3,2,Leeds United,Fulham
Home,D,0,0,Everton,Fulham
Away,L,1,2,Manchester City,Fulham
Home,L,1,2,Manchester Utd,Fulham
Away,W,3,0,Crystal Palace,Fulham
Home,W,2,1,Southampton,Fulham
Away,W,1,0,Leicester City,Fulham
Home,W,2,1,Chelsea,Fulham
Away,L,0,1,Newcastle Utd,Fulham
Home,L,0,1,Tottenham,Fulham
Away,D,0,0,Chelsea,Fulham
Home,W,2,0,Nott'ham Forest,Fulham
Away,D,2,2,Leicester City,Brentford
Home,W,4,0,Manchester Utd,Brentford
Away,L,2,3,Fulham,Brentford
Home,D,1,1,Everton,Brentford
Away,D,1,1,Crystal Palace,Brentford
Home,W,5,2,Leeds United,Brentford
Home,L,0,3,Arsenal,Brentford
Away,D,0,0,Bournemouth,Brentford
Away,L,1,5,Newcastle Utd,Brentford
Home,W,2,0,Brighton,Brentford
Home,D,0,0,Chelsea,Brentford
Away,L,0,4,Aston Villa,Brentford
Home,D,1,1,Wolves,Brentford
Away,D,2,2,Nott'ham Forest,Brentford
Away,W,2,1,Manchester City,Brentford
Home,D,2,2,Tottenham,Brentford
Away,W,2,0,West Ham,Brentford
Home,W,3,1,Liverpool,Brentford
Home,W,2,0,Bournemouth,Brentford
Away,D,0,0,Leeds United,Brentford
Home,W,3,0,Southampton,Brentford
Away,D,1,1,Arsenal,Brentford
Away,D,2,2,Fulham,Liverpool
Home,D,1,1,Crystal Palace,Liverpool
Away,L,1,2,Manchester Utd,Liverpool
Home,W,9,0,Bournemouth,Liverpool
Home,W,2,1,Newcastle Utd,Liverpool
Away,D,0,0,Everton,Liverpool
Home,D,3,3,Brighton,Liverpool
Away,L,2,3,Arsenal,Liverpool
Home,W,1,0,Manchester City,Liverpool
Home,W,1,0,West Ham,Liverpool
Away,L,0,1,Nott'ham Forest,Liverpool
Home,L,1,2,Leeds United,Liverpool
Away,W,2,1,Tottenham,Liverpool
Home,W,3,1,Southampton,Liverpool
Away,W,3,1,Aston Villa,Liverpool
Home,W,2,1,Leicester City,Liverpool
Away,L,1,3,Brentford,Liverpool
Away,L,0,3,Brighton,Liverpool
Home,D,0,0,Chelsea,Liverpool
Away,L,0,3,Wolves,Liverpool
Home,W,2,0,Everton,Liverpool
Away,W,1,0,Everton,Chelsea
Home,D,2,2,Tottenham,Chelsea
Away,L,0,3,Leeds United,Chelsea
Home,W,2,1,Leicester City,Chelsea
Away,L,1,2,Southampton,Chelsea
Home,W,2,1,West Ham,Chelsea
Away,W,2,1,Crystal Palace,Chelsea
Home,W,3,0,Wolves,Chelsea
Away,W,2,0,Aston Villa,Chelsea
Away,D,0,0,Brentford,Chelsea
Home,D,1,1,Manchester Utd,Chelsea
Away,L,1,4,Brighton,Chelsea
Home,L,0,1,Arsenal,Chelsea
Away,L,0,1,Newcastle Utd,Chelsea
Home,W,2,0,Bournemouth,Chelsea
Away,D,1,1,Nott'ham Forest,Chelsea
Home,L,0,1,Manchester City,Chelsea
Away,L,1,2,Fulham,Chelsea
Home,W,1,0,Crystal Palace,Chelsea
Away,D,0,0,Liverpool,Chelsea
Home,D,0,0,Fulham,Chelsea
Away,D,1,1,West Ham,Chelsea
Away,L,0,2,Bournemouth,Aston Villa
Home,W,2,1,Everton,Aston Villa
Away,L,1,3,Crystal Palace,Aston Villa
Home,L,0,1,West Ham,Aston Villa
Away,L,1,2,Arsenal,Aston Villa
Home,D,1,1,Manchester City,Aston Villa
Home,W,1,0,Southampton,Aston Villa
Away,D,0,0,Leeds United,Aston Villa
Away,D,1,1,Nott'ham Forest,Aston Villa
Home,L,0,2,Chelsea,Aston Villa
Away,L,0,3,Fulham,Aston Villa
Home,W,4,0,Brentford,Aston Villa
Away,L,0,4,Newcastle Utd,Aston Villa
Home,W,3,1,Manchester Utd,Aston Villa
Away,W,2,1,Brighton,Aston Villa
Home,L,1,3,Liverpool,Aston Villa
Away,W,2,0,Tottenham,Aston Villa
Home,D,1,1,Wolves,Aston Villa
Home,W,2,1,Leeds United,Aston Villa
Away,W,1,0,Southampton,Aston Villa
Home,L,2,4,Leicester City,Aston Villa
Away,L,1,3,Manchester City,Aston Villa
Home,L,0,2,Arsenal,Crystal Palace
Away,D,1,1,Liverpool,Crystal Palace
Home,W,3,1,Aston Villa,Crystal Palace
Away,L,2,4,Manchester City,Crystal Palace
Home,D,1,1,Brentford,Crystal Palace
Away,D,0,0,Newcastle Utd,Crystal Palace
Home,L,1,2,Chelsea,Crystal Palace
Home,W,2,1,Leeds United,Crystal Palace
Away,D,0,0,Leicester City,Crystal Palace
Home,W,2,1,Wolves,Crystal Palace
Away,L,0,3,Everton,Crystal Palace
Home,W,1,0,Southampton,Crystal Palace
Away,W,2,1,West Ham,Crystal Palace
Away,L,0,1,Nott'ham Forest,Crystal Palace
Home,L,0,3,Fulham,Crystal Palace
Away,W,2,0,Bournemouth,Crystal Palace
Home,L,0,4,Tottenham,Crystal Palace
Away,L,0,1,Chelsea,Crystal Palace
Home,D,1,1,Manchester Utd,Crystal Palace
Home,D,0,0,Newcastle Utd,Crystal Palace
Away,L,1,2,Manchester Utd,Crystal Palace
Home,D,1,1,Brighton,Crystal Palace
Home,D,2,2,Brentford,Leicester City
Away,L,2,4,Arsenal,Leicester City
Home,L,1,2,Southampton,Leicester City
Away,L,1,2,Chelsea,Leicester City
Home,L,0,1,Manchester Utd,Leicester City
Away,L,2,5,Brighton,Leicester City
Away,L,2,6,Tottenham,Leicester City
Home,W,4,0,Nott'ham Forest,Leicester City
Away,L,1,2,Bournemouth,Leicester City
Home,D,0,0,Crystal Palace,Leicester City
Home,W,2,0,Leeds United,Leicester City
Away,W,4,0,Wolves,Leicester City
Home,L,0,1,Manchester City,Leicester City
Away,W,2,0,Everton,Leicester City
Away,W,2,0,West Ham,Leicester City
Home,L,0,3,Newcastle Utd,Leicester City
Away,L,1,2,Liverpool,Leicester City
Home,L,0,1,Fulham,Leicester City
Away,L,0,2,Nott'ham Forest,Leicester City
Home,D,2,2,Brighton,Leicester City
Away,W,4,2,Aston Villa,Leicester City
Home,W,4,1,Tottenham,Leicester City
Away,L,0,2,Newcastle Utd,Nottingham Forest
Home,W,1,0,West Ham,Nottingham Forest
Away,D,1,1,Everton,Nottingham Forest
Home,L,0,2,Tottenham,Nottingham Forest
Away,L,0,6,Manchester City,Nottingham Forest
Home,L,2,3,Bournemouth,Nottingham Forest
Home,L,2,3,Fulham,Nottingham Forest
Away,L,0,4,Leicester City,Nottingham Forest
Home,D,1,1,Aston Villa,Nottingham Forest
Away,L,0,1,Wolves,Nottingham Forest
Away,D,0,0,Brighton,Nottingham Forest
Home,W,1,0,Liverpool,Nottingham Forest
Away,L,0,5,Arsenal,Nottingham Forest
Home,D,2,2,Brentford,Nottingham Forest
Home,W,1,0,Crystal Palace,Nottingham Forest
Away,L,0,3,Manchester Utd,Nottingham Forest
Home,D,1,1,Chelsea,Nottingham Forest
Away,W,1,0,Southampton,Nottingham Forest
Home,W,2,0,Leicester City,Nottingham Forest
Away,D,1,1,Bournemouth,Nottingham Forest
Home,W,1,0,Leeds United,Nottingham Forest
Away,L,0,2,Fulham,Nottingham Forest
Away,L,1,2,Leeds United,Wolves
Home,D,0,0,Fulham,Wolves
Away,L,0,1,Tottenham,Wolves
Home,D,1,1,Newcastle Utd,Wolves
Away,D,0,0,Bournemouth,Wolves
Home,W,1,0,Southampton,Wolves
Home,L,0,3,Manchester City,Wolves
Away,L,0,2,West Ham,Wolves
Away,L,0,3,Chelsea,Wolves
Home,W,1,0,Nott'ham Forest,Wolves
Away,L,1,2,Crystal Palace,Wolves
Home,L,0,4,Leicester City,Wolves
Away,D,1,1,Brentford,Wolves
Home,L,2,3,Brighton,Wolves
Home,L,0,2,Arsenal,Wolves
Away,W,2,1,Everton,Wolves
Home,L,0,1,Manchester Utd,Wolves
Away,D,1,1,Aston Villa,Wolves
Home,W,1,0,West Ham,Wolves
Away,L,0,3,Manchester City,Wolves
Home,W,3,0,Liverpool,Wolves
Away,W,2,1,Southampton,Wolves
Home,L,0,2,Manchester City,West Ham Utd
Away,L,0,1,Nott'ham Forest,West Ham Utd
Home,L,0,2,Brighton,West Ham Utd
Away,W,1,0,Aston Villa,West Ham Utd
Home,D,1,1,Tottenham,West Ham Utd
Away,L,1,2,Chelsea,West Ham Utd
Away,L,0,1,Everton,West Ham Utd
Home,W,2,0,Wolves,West Ham Utd
Home,W,3,1,Fulham,West Ham Utd
Away,D,1,1,Southampton,West Ham Utd
Away,L,0,1,Liverpool,West Ham Utd
Home,W,2,0,Bournemouth,West Ham Utd
Away,L,0,1,Manchester Utd,West Ham Utd
Home,L,1,2,Crystal Palace,West Ham Utd
Home,L,0,2,Leicester City,West Ham Utd
Away,L,1,3,Arsenal,West Ham Utd
Home,L,0,2,Brentford,West Ham Utd
Away,D,2,2,Leeds United,West Ham Utd
Away,L,0,1,Wolves,West Ham Utd
Home,W,2,0,Everton,West Ham Utd
Away,D,1,1,Newcastle Utd,West Ham Utd
Home,D,1,1,Chelsea,West Ham Utd
Home,W,2,1,Wolves,Leeds United
Away,D,2,2,Southampton,Leeds United
Home,W,3,0,Chelsea,Leeds United
Away,L,0,1,Brighton,Leeds United
Home,D,1,1,Everton,Leeds United
Away,L,2,5,Brentford,Leeds United
Home,D,0,0,Aston Villa,Leeds United
Away,L,1,2,Crystal Palace,Leeds United
Home,L,0,1,Arsenal,Leeds United
Away,L,0,2,Leicester City,Leeds United
Home,L,2,3,Fulham,Leeds United
Away,W,2,1,Liverpool,Leeds United
Home,W,4,3,Bournemouth,Leeds United
Away,L,3,4,Tottenham,Leeds United
Home,L,1,3,Manchester City,Leeds United
Away,D,0,0,Newcastle Utd,Leeds United
Home,D,2,2,West Ham,Leeds United
Away,L,1,2,Aston Villa,Leeds United
Home,D,0,0,Brentford,Leeds United
Away,L,0,1,Nott'ham Forest,Leeds United
Away,D,2,2,Manchester Utd,Leeds United
Home,L,0,2,Manchester Utd,Leeds United
Home,L,0,1,Chelsea,Everton
Away,L,1,2,Aston Villa,Everton
Home,D,1,1,Nott'ham Forest,Everton
Away,D,1,1,Brentford,Everton
Away,D,1,1,Leeds United,Everton
Home,D,0,0,Liverpool,Everton
Home,W,1,0,West Ham,Everton
Away,W,2,1,Southampton,Everton
Home,L,1,2,Manchester Utd,Everton
Away,L,0,2,Tottenham,Everton
Away,L,0,1,Newcastle Utd,Everton
Home,W,3,0,Crystal Palace,Everton
Away,D,0,0,Fulham,Everton
Home,L,0,2,Leicester City,Everton
Away,L,0,3,Bournemouth,Everton
Home,L,1,2,Wolves,Everton
Away,D,1,1,Manchester City,Everton
Home,L,1,4,Brighton,Everton
Home,L,1,2,Southampton,Everton
Away,L,0,2,West Ham,Everton
Home,W,1,0,Arsenal,Everton
Away,L,0,2,Liverpool,Everton
Home,W,2,0,Aston Villa,Bournemouth
Away,L,0,4,Manchester City,Bournemouth
Home,L,0,3,Arsenal,Bournemouth
Away,L,0,9,Liverpool,Bournemouth
Home,D,0,0,Wolves,Bournemouth
Away,W,3,2,Nott'ham Forest,Bournemouth
Away,D,1,1,Newcastle Utd,Bournemouth
Home,D,0,0,Brentford,Bournemouth
Home,W,2,1,Leicester City,Bournemouth
Away,D,2,2,Fulham,Bournemouth
Home,L,0,1,Southampton,Bournemouth
Away,L,0,2,West Ham,Bournemouth
Home,L,2,3,Tottenham,Bournemouth
Away,L,3,4,Leeds United,Bournemouth
Home,W,3,0,Everton,Bournemouth
Away,L,0,2,Chelsea,Bournemouth
Home,L,0,2,Crystal Palace,Bournemouth
Away,L,0,3,Manchester Utd,Bournemouth
Away,L,0,2,Brentford,Bournemouth
Home,D,1,1,Nott'ham Forest,Bournemouth
Away,L,0,1,Brighton,Bournemouth
Home,D,1,1,Newcastle Utd,Bournemouth
Away,L,1,4,Tottenham,Southampton
Home,D,2,2,Leeds United,Southampton
Away,W,2,1,Leicester City,Southampton
Home,L,0,1,Manchester Utd,Southampton
Home,W,2,1,Chelsea,Southampton
Away,L,0,1,Wolves,Southampton
Away,L,0,1,Aston Villa,Southampton
Home,L,1,2,Everton,Southampton
Away,L,0,4,Manchester City,Southampton
Home,D,1,1,West Ham,Southampton
Away,W,1,0,Bournemouth,Southampton
Home,D,1,1,Arsenal,Southampton
Away,L,0,1,Crystal Palace,Southampton
Home,L,1,4,Newcastle Utd,Southampton
Away,L,1,3,Liverpool,Southampton
Home,L,1,3,Brighton,Southampton
Away,L,1,2,Fulham,Southampton
Home,L,0,1,Nott'ham Forest,Southampton
Away,W,2,1,Everton,Southampton
Home,L,0,1,Aston Villa,Southampton
Away,L,0,3,Brentford,Southampton
Home,L,1,2,Wolves,Southampton
Away,L,0,1,Tottenham,Manchester City
Home,W,5,0,Norwich City,Manchester City
Home,W,5,0,Arsenal,Manchester City
Away,W,1,0,Leicester City,Manchester City
Home,D,0,0,Southampton,Manchester City
Away,W,1,0,Chelsea,Manchester City
Away,D,2,2,Liverpool,Manchester City
Home,W,2,0,Burnley,Manchester City
Away,W,4,1,Brighton,Manchester City
Home,L,0,2,Crystal Palace,Manchester City
Away,W,2,0,Manchester Utd,Manchester City
Home,W,3,0,Everton,Manchester City
Home,W,2,1,West Ham,Manchester City
Away,W,2,1,Aston Villa,Manchester City
Away,W,3,1,Watford,Manchester City
Home,W,1,0,Wolves,Manchester City
Home,W,7,0,Leeds United,Manchester City
Away,W,4,0,Newcastle Utd,Manchester City
Home,W,6,3,Leicester City,Manchester City
Away,W,1,0,Brentford,Manchester City
Away,W,2,1,Arsenal,Manchester City
Home,W,1,0,Chelsea,Manchester City
Away,D,1,1,Southampton,Manchester City
Home,W,2,0,Brentford,Manchester City
Away,W,4,0,Norwich City,Manchester City
Home,L,2,3,Tottenham,Manchester City
Away,W,1,0,Everton,Manchester City
Home,W,4,1,Manchester Utd,Manchester City
Away,D,0,0,Crystal Palace,Manchester City
Away,W,2,0,Burnley,Manchester City
Home,D,2,2,Liverpool,Manchester City
Home,W,3,0,Brighton,Manchester City
Home,W,5,1,Watford,Manchester City
Away,W,4,0,Leeds United,Manchester City
Home,W,5,0,Newcastle Utd,Manchester City
Away,W,5,1,Wolves,Manchester City
Away,D,2,2,West Ham,Manchester City
Home,W,3,2,Aston Villa,Manchester City
Away,W,3,0,Norwich City,Liverpool
Home,W,2,0,Burnley,Liverpool
Home,D,1,1,Chelsea,Liverpool
Away,W,3,0,Leeds United,Liverpool
Home,W,3,0,Crystal Palace,Liverpool
Away,D,3,3,Brentford,Liverpool
Home,D,2,2,Manchester City,Liverpool
Away,W,5,0,Watford,Liverpool
Away,W,5,0,Manchester Utd,Liverpool
Home,D,2,2,Brighton,Liverpool
Away,L,2,3,West Ham,Liverpool
Home,W,4,0,Arsenal,Liverpool
Home,W,4,0,Southampton,Liverpool
Away,W,4,1,Everton,Liverpool
Away,W,1,0,Wolves,Liverpool
Home,W,1,0,Aston Villa,Liverpool
Home,W,3,1,Newcastle Utd,Liverpool
Away,D,2,2,Tottenham,Liverpool
Away,L,0,1,Leicester City,Liverpool
Away,D,2,2,Chelsea,Liverpool
Home,W,3,0,Brentford,Liverpool
Away,W,3,1,Crystal Palace,Liverpool
Home,W,2,0,Leicester City,Liverpool
Away,W,1,0,Burnley,Liverpool
Home,W,3,1,Norwich City,Liverpool
Home,W,6,0,Leeds United,Liverpool
Home,W,1,0,West Ham,Liverpool
Away,W,2,0,Brighton,Liverpool
Away,W,2,0,Arsenal,Liverpool
Home,W,2,0,Watford,Liverpool
Away,D,2,2,Manchester City,Liverpool
Home,W,4,0,Manchester Utd,Liverpool
Home,W,2,0,Everton,Liverpool
Away,W,1,0,Newcastle Utd,Liverpool
Home,D,1,1,Tottenham,Liverpool
Away,W,2,1,Aston Villa,Liverpool
Away,W,2,1,Southampton,Liverpool
Home,W,3,1,Wolves,Liverpool
Home,W,3,0,Crystal Palace,Chelsea
Away,W,2,0,Arsenal,Chelsea
Away,D,1,1,Liverpool,Chelsea
Home,W,3,0,Aston Villa,Chelsea
Away,W,3,0,Tottenham,Chelsea
Home,L,0,1,Manchester City,Chelsea
Home,W,3,1,Southampton,Chelsea
Away,W,1,0,Brentford,Chelsea
Home,W,7,0,Norwich City,Chelsea
Away,W,3,0,Newcastle Utd,Chelsea
Home,D,1,1,Burnley,Chelsea
Away,W,3,0,Leicester City,Chelsea
Home,D,1,1,Manchester Utd,Chelsea
Away,W,2,1,Watford,Chelsea
Away,L,2,3,West Ham,Chelsea
Home,W,3,2,Leeds United,Chelsea
Home,D,1,1,Everton,Chelsea
Away,D,0,0,Wolves,Chelsea
Away,W,3,1,Aston Villa,Chelsea
Home,D,1,1,Brighton,Chelsea
Home,D,2,2,Liverpool,Chelsea
