venue,result,Home Goals,Away Goals,Away Team,Home Team
Away,L,0,1,Manchester City,Chelsea
Away,D,1,1,Brighton,Chelsea
Home,W,2,0,Tottenham,Chelsea
Away,W,1,0,Crystal Palace,Chelsea
Away,W,4,0,Burnley,Chelsea
Away,W,3,1,Norwich City,Chelsea
Home,W,1,0,Newcastle Utd,Chelsea
Home,L,1,4,Brentford,Chelsea
Away,W,6,0,Southampton,Chelsea
Home,L,2,4,Arsenal,Chelsea
Home,W,1,0,West Ham,Chelsea
Away,D,1,1,Manchester Utd,Chelsea
Away,L,0,1,Everton,Chelsea
Home,D,2,2,Wolves,Chelsea
Away,W,3,0,Leeds United,Chelsea
Home,D,1,1,Leicester City,Chelsea
Home,W,2,1,Watford,Chelsea
Home,W,1,0,Manchester City,Tottenham
Away,W,1,0,Wolves,Tottenham
Home,W,1,0,Watford,Tottenham
Away,L,0,3,Crystal Palace,Tottenham
Home,L,0,3,Chelsea,Tottenham
Away,L,1,3,Arsenal,Tottenham
Home,W,2,1,Aston Villa,Tottenham
Away,W,3,2,Newcastle Utd,Tottenham
Away,L,0,1,West Ham,Tottenham
Home,L,0,3,Manchester Utd,Tottenham
Away,D,0,0,Everton,Tottenham
Home,W,2,1,Leeds United,Tottenham
Home,W,2,0,Brentford,Tottenham
Home,W,3,0,Norwich City,Tottenham
Home,D,2,2,Liverpool,Tottenham
Home,W,3,0,Crystal Palace,Tottenham
Away,D,1,1,Southampton,Tottenham
Away,W,1,0,Watford,Tottenham
Away,W,3,2,Leicester City,Tottenham
Away,L,0,2,Chelsea,Tottenham
Home,L,2,3,Southampton,Tottenham
Home,L,0,2,Wolves,Tottenham
Away,W,3,2,Manchester City,Tottenham
Away,L,0,1,Burnley,Tottenham
Away,W,4,0,Leeds United,Tottenham
Home,W,5,0,Everton,Tottenham
Away,L,2,3,Manchester Utd,Tottenham
Away,W,2,0,Brighton,Tottenham
Home,W,3,1,West Ham,Tottenham
Home,W,5,1,Newcastle Utd,Tottenham
Away,W,4,0,Aston Villa,Tottenham
Home,L,0,1,Brighton,Tottenham
Away,D,0,0,Brentford,Tottenham
Home,W,3,1,Leicester City,Tottenham
Away,D,1,1,Liverpool,Tottenham
Home,W,3,0,Arsenal,Tottenham
Home,W,1,0,Burnley,Tottenham
Away,W,5,0,Norwich City,Tottenham
Away,L,0,2,Brentford,Arsenal
Home,L,0,2,Chelsea,Arsenal
Away,L,0,5,Manchester City,Arsenal
Home,W,1,0,Norwich City,Arsenal
Away,W,1,0,Burnley,Arsenal
Home,W,3,1,Tottenham,Arsenal
Away,D,0,0,Brighton,Arsenal
Home,D,2,2,Crystal Palace,Arsenal
Home,W,3,1,Aston Villa,Arsenal
Away,W,2,0,Leicester City,Arsenal
Home,W,1,0,Watford,Arsenal
Away,L,0,4,Liverpool,Arsenal
Home,W,2,0,Newcastle Utd,Arsenal
Away,L,2,3,Manchester Utd,Arsenal
Away,L,1,2,Everton,Arsenal
Home,W,3,0,Southampton,Arsenal
Home,W,2,0,West Ham,Arsenal
Away,W,4,1,Leeds United,Arsenal
Away,W,5,0,Norwich City,Arsenal
Home,L,1,2,Manchester City,Arsenal
Home,D,0,0,Burnley,Arsenal
Away,W,1,0,Wolves,Arsenal
Home,W,2,1,Brentford,Arsenal
Home,W,2,1,Wolves,Arsenal
Away,W,3,2,Watford,Arsenal
Home,W,2,0,Leicester City,Arsenal
Home,L,0,2,Liverpool,Arsenal
Away,W,1,0,Aston Villa,Arsenal
Away,L,0,3,Crystal Palace,Arsenal
Home,L,1,2,Brighton,Arsenal
Away,L,0,1,Southampton,Arsenal
Away,W,4,2,Chelsea,Arsenal
Home,W,3,1,Manchester Utd,Arsenal
Away,W,2,1,West Ham,Arsenal
Home,W,2,1,Leeds United,Arsenal
Away,L,0,3,Tottenham,Arsenal
Away,L,0,2,Newcastle Utd,Arsenal
Home,W,5,1,Everton,Arsenal
Home,W,5,1,Leeds United,Manchester Utd
Away,D,1,1,Southampton,Manchester Utd
Away,W,1,0,Wolves,Manchester Utd
Home,W,4,1,Newcastle Utd,Manchester Utd
Away,W,2,1,West Ham,Manchester Utd
Home,L,0,1,Aston Villa,Manchester Utd
Home,D,1,1,Everton,Manchester Utd
Away,L,2,4,Leicester City,Manchester Utd
Home,L,0,5,Liverpool,Manchester Utd
Away,W,3,0,Tottenham,Manchester Utd
Home,L,0,2,Manchester City,Manchester Utd
Away,L,1,4,Watford,Manchester Utd
Away,D,1,1,Chelsea,Manchester Utd
Home,W,3,2,Arsenal,Manchester Utd
Home,W,1,0,Crystal Palace,Manchester Utd
Away,W,1,0,Norwich City,Manchester Utd
Away,D,1,1,Newcastle Utd,Manchester Utd
Home,W,3,1,Burnley,Manchester Utd
Home,L,0,1,Wolves,Manchester Utd
Away,D,2,2,Aston Villa,Manchester Utd
Away,W,3,1,Brentford,Manchester Utd
Home,W,1,0,West Ham,Manchester Utd
Away,D,1,1,Burnley,Manchester Utd
Home,D,1,1,Southampton,Manchester Utd
Home,W,2,0,Brighton,Manchester Utd
Away,W,4,2,Leeds United,Manchester Utd
Home,D,0,0,Watford,Manchester Utd
Away,L,1,4,Manchester City,Manchester Utd
Home,W,3,2,Tottenham,Manchester Utd
Home,D,1,1,Leicester City,Manchester Utd
Away,L,0,1,Everton,Manchester Utd
Home,W,3,2,Norwich City,Manchester Utd
Away,L,0,4,Liverpool,Manchester Utd
Away,L,1,3,Arsenal,Manchester Utd
Home,D,1,1,Chelsea,Manchester Utd
Home,W,3,0,Brentford,Manchester Utd
Away,L,0,4,Brighton,Manchester Utd
Away,L,0,1,Crystal Palace,Manchester Utd
Away,W,4,2,Newcastle Utd,West Ham Utd
Home,W,4,1,Leicester City,West Ham Utd
Home,D,2,2,Crystal Palace,West Ham Utd
Away,D,0,0,Southampton,West Ham Utd
Home,L,1,2,Manchester Utd,West Ham Utd
Away,W,2,1,Leeds United,West Ham Utd
Home,L,1,2,Brentford,West Ham Utd
Away,W,1,0,Everton,West Ham Utd
Home,W,1,0,Tottenham,West Ham Utd
Away,W,4,1,Aston Villa,West Ham Utd
Home,W,3,2,Liverpool,West Ham Utd
Away,L,0,1,Wolves,West Ham Utd
Away,L,1,2,Manchester City,West Ham Utd
Home,D,1,1,Brighton,West Ham Utd
Home,W,3,2,Chelsea,West Ham Utd
Away,D,0,0,Burnley,West Ham Utd
Away,L,0,2,Arsenal,West Ham Utd
Home,L,2,3,Southampton,West Ham Utd
Away,W,4,1,Watford,West Ham Utd
Away,W,3,2,Crystal Palace,West Ham Utd
Home,W,2,0,Norwich City,West Ham Utd
Home,L,2,3,Leeds United,West Ham Utd
Away,L,0,1,Manchester Utd,West Ham Utd
Home,W,1,0,Watford,West Ham Utd
Away,D,2,2,Leicester City,West Ham Utd
Home,D,1,1,Newcastle Utd,West Ham Utd
Home,W,1,0,Wolves,West Ham Utd
Away,L,0,1,Liverpool,West Ham Utd
Home,W,2,1,Aston Villa,West Ham Utd
Away,L,1,3,Tottenham,West Ham Utd
Home,W,2,1,Everton,West Ham Utd
Away,L,0,2,Brentford,West Ham Utd
Home,D,1,1,Burnley,West Ham Utd
Away,L,0,1,Chelsea,West Ham Utd
Home,L,1,2,Arsenal,West Ham Utd
Away,W,4,0,Norwich City,West Ham Utd
Home,D,2,2,Manchester City,West Ham Utd
Away,L,1,3,Brighton,West Ham Utd
Home,W,1,0,Wolves,Leicester City
Away,L,1,4,West Ham,Leicester City
Away,W,2,1,Norwich City,Leicester City
Home,L,0,1,Manchester City,Leicester City
Away,L,1,2,Brighton,Leicester City
Home,D,2,2,Burnley,Leicester City
Away,D,2,2,Crystal Palace,Leicester City
Home,W,4,2,Manchester Utd,Leicester City
Away,W,2,1,Brentford,Leicester City
Home,L,0,2,Arsenal,Leicester City
Away,D,1,1,Leeds United,Leicester City
Home,L,0,3,Chelsea,Leicester City
Home,W,4,2,Watford,Leicester City
Away,D,2,2,Southampton,Leicester City
Away,L,1,2,Aston Villa,Leicester City
Home,W,4,0,Newcastle Utd,Leicester City
Away,L,3,6,Manchester City,Leicester City
Home,W,1,0,Liverpool,Leicester City
Home,L,2,3,Tottenham,Leicester City
Home,D,1,1,Brighton,Leicester City
Away,L,0,2,Liverpool,Leicester City
Home,D,2,2,West Ham,Leicester City
Away,L,1,2,Wolves,Leicester City
Away,W,2,0,Burnley,Leicester City
Home,W,1,0,Leeds United,Leicester City
Away,L,0,2,Arsenal,Leicester City
Home,W,2,1,Brentford,Leicester City
Away,D,1,1,Manchester Utd,Leicester City
Home,W,2,1,Crystal Palace,Leicester City
Away,L,1,2,Newcastle Utd,Leicester City
Away,D,1,1,Everton,Leicester City
Home,D,0,0,Aston Villa,Leicester City
Away,L,1,3,Tottenham,Leicester City
Home,L,1,2,Everton,Leicester City
Home,W,3,0,Norwich City,Leicester City
Away,W,5,1,Watford,Leicester City
Away,D,1,1,Chelsea,Leicester City
Home,W,4,1,Southampton,Leicester City
Away,W,2,1,Burnley,Brighton
Home,W,2,0,Watford,Brighton
Home,L,0,2,Everton,Brighton
Away,W,1,0,Brentford,Brighton
Home,W,2,1,Leicester City,Brighton
Away,D,1,1,Crystal Palace,Brighton
Home,D,0,0,Arsenal,Brighton
Away,D,0,0,Norwich City,Brighton
Home,L,1,4,Manchester City,Brighton
Away,D,2,2,Liverpool,Brighton
Home,D,1,1,Newcastle Utd,Brighton
Away,L,0,2,Aston Villa,Brighton
Home,D,0,0,Leeds United,Brighton
Away,D,1,1,West Ham,Brighton
Away,D,1,1,Southampton,Brighton
Home,L,0,1,Wolves,Brighton
Home,W,2,0,Brentford,Brighton
Away,D,1,1,Chelsea,Brighton
Away,W,3,2,Everton,Brighton
Home,D,1,1,Crystal Palace,Brighton
Home,D,1,1,Chelsea,Brighton
Away,D,1,1,Leicester City,Brighton
Away,W,2,0,Watford,Brighton
Away,L,0,2,Manchester Utd,Brighton
Home,L,0,3,Burnley,Brighton
Home,L,0,2,Aston Villa,Brighton
Away,L,1,2,Newcastle Utd,Brighton
Home,L,0,2,Liverpool,Brighton
Home,L,0,2,Tottenham,Brighton
Home,D,0,0,Norwich City,Brighton
Away,W,2,1,Arsenal,Brighton
Away,W,1,0,Tottenham,Brighton
Away,L,0,3,Manchester City,Brighton
Home,D,2,2,Southampton,Brighton
Away,W,3,0,Wolves,Brighton
Home,W,4,0,Manchester Utd,Brighton
Away,D,1,1,Leeds United,Brighton
Home,W,3,1,West Ham,Brighton
Away,L,0,1,Leicester City,Wolves
Home,L,0,1,Tottenham,Wolves
Home,L,0,1,Manchester Utd,Wolves
Away,W,2,0,Watford,Wolves
Home,L,0,2,Brentford,Wolves
Away,W,1,0,Southampton,Wolves
Home,W,2,1,Newcastle Utd,Wolves
Away,W,3,2,Aston Villa,Wolves
Away,D,1,1,Leeds United,Wolves
Home,W,2,1,Everton,Wolves
Away,L,0,2,Crystal Palace,Wolves
Home,W,1,0,West Ham,Wolves
Away,D,0,0,Norwich City,Wolves
Home,D,0,0,Burnley,Wolves
Home,L,0,1,Liverpool,Wolves
Away,L,0,1,Manchester City,Wolves
Away,W,1,0,Brighton,Wolves
Home,D,0,0,Chelsea,Wolves
Away,W,1,0,Manchester Utd,Wolves
Home,W,3,1,Southampton,Wolves
Away,W,2,1,Brentford,Wolves
Home,L,0,1,Arsenal,Wolves
Away,W,2,0,Tottenham,Wolves
Home,W,2,1,Leicester City,Wolves
Away,L,1,2,Arsenal,Wolves
Away,L,0,1,West Ham,Wolves
Home,L,0,2,Crystal Palace,Wolves
Home,W,4,0,Watford,Wolves
Away,W,1,0,Everton,Wolves
Home,L,2,3,Leeds United,Wolves
Home,W,2,1,Aston Villa,Wolves
Away,L,0,1,Newcastle Utd,Wolves
Away,L,0,1,Burnley,Wolves
Home,L,0,3,Brighton,Wolves
Away,D,2,2,Chelsea,Wolves
Home,L,1,5,Manchester City,Wolves
Home,D,1,1,Norwich City,Wolves
Away,L,1,3,Liverpool,Wolves
Home,L,2,4,West Ham,Newcastle Utd
Away,L,0,2,Aston Villa,Newcastle Utd
Home,D,2,2,Southampton,Newcastle Utd
Away,L,1,4,Manchester Utd,Newcastle Utd
Home,D,1,1,Leeds United,Newcastle Utd
Away,D,1,1,Watford,Newcastle Utd
Away,L,1,2,Wolves,Newcastle Utd
Home,L,2,3,Tottenham,Newcastle Utd
Away,D,1,1,Crystal Palace,Newcastle Utd
Home,L,0,3,Chelsea,Newcastle Utd
Away,D,1,1,Brighton,Newcastle Utd
Home,D,3,3,Brentford,Newcastle Utd
Away,L,0,2,Arsenal,Newcastle Utd
Home,D,1,1,Norwich City,Newcastle Utd
Home,W,1,0,Burnley,Newcastle Utd
Away,L,0,4,Leicester City,Newcastle Utd
Away,L,1,3,Liverpool,Newcastle Utd
Home,L,0,4,Manchester City,Newcastle Utd
Home,D,1,1,Manchester Utd,Newcastle Utd
Home,D,1,1,Watford,Newcastle Utd
Away,W,1,0,Leeds United,Newcastle Utd
Home,W,3,1,Everton,Newcastle Utd
Home,W,1,0,Aston Villa,Newcastle Utd
Away,D,1,1,West Ham,Newcastle Utd
Away,W,2,0,Brentford,Newcastle Utd
Home,W,2,1,Brighton,Newcastle Utd
Away,W,2,1,Southampton,Newcastle Utd
Away,L,0,1,Chelsea,Newcastle Utd
Away,L,0,1,Everton,Newcastle Utd
Away,L,1,5,Tottenham,Newcastle Utd
Home,W,1,0,Wolves,Newcastle Utd
Home,W,2,1,Leicester City,Newcastle Utd
Home,W,1,0,Crystal Palace,Newcastle Utd
Away,W,3,0,Norwich City,Newcastle Utd
Home,L,0,1,Liverpool,Newcastle Utd
Away,L,0,5,Manchester City,Newcastle Utd
Home,W,2,0,Arsenal,Newcastle Utd
Away,W,2,1,Burnley,Newcastle Utd
Away,L,0,3,Chelsea,Crystal Palace
Home,D,0,0,Brentford,Crystal Palace
Away,D,2,2,West Ham,Crystal Palace
Home,W,3,0,Tottenham,Crystal Palace
Away,L,0,3,Liverpool,Crystal Palace
Home,D,1,1,Brighton,Crystal Palace
Home,D,2,2,Leicester City,Crystal Palace
Away,D,2,2,Arsenal,Crystal Palace
Home,D,1,1,Newcastle Utd,Crystal Palace
Away,W,2,0,Manchester City,Crystal Palace
Home,W,2,0,Wolves,Crystal Palace
Away,D,3,3,Burnley,Crystal Palace
Home,L,1,2,Aston Villa,Crystal Palace
Away,L,0,1,Leeds United,Crystal Palace
Away,L,0,1,Manchester Utd,Crystal Palace
Home,W,3,1,Everton,Crystal Palace
Home,D,2,2,Southampton,Crystal Palace
Away,L,0,3,Tottenham,Crystal Palace
Home,W,3,0,Norwich City,Crystal Palace
Home,L,2,3,West Ham,Crystal Palace
Away,D,1,1,Brighton,Crystal Palace
Home,L,1,3,Liverpool,Crystal Palace
Away,D,1,1,Norwich City,Crystal Palace
Away,D,0,0,Brentford,Crystal Palace
Home,L,0,1,Chelsea,Crystal Palace
Away,W,4,1,Watford,Crystal Palace
Home,D,1,1,Burnley,Crystal Palace
Away,W,2,0,Wolves,Crystal Palace
Home,D,0,0,Manchester City,Crystal Palace
Home,W,3,0,Arsenal,Crystal Palace
Away,L,1,2,Leicester City,Crystal Palace
Away,L,0,1,Newcastle Utd,Crystal Palace
Home,D,0,0,Leeds United,Crystal Palace
Away,W,2,1,Southampton,Crystal Palace
Home,W,1,0,Watford,Crystal Palace
Away,D,1,1,Aston Villa,Crystal Palace
Away,L,2,3,Everton,Crystal Palace
Home,W,1,0,Manchester Utd,Crystal Palace
Home,W,2,0,Arsenal,Brentford
Away,D,0,0,Crystal Palace,Brentford
Away,D,1,1,Aston Villa,Brentford
Home,L,0,1,Brighton,Brentford
Away,W,2,0,Wolves,Brentford
Home,D,3,3,Liverpool,Brentford
Away,W,2,1,West Ham,Brentford
Home,L,0,1,Chelsea,Brentford
Home,L,1,2,Leicester City,Brentford
Away,L,1,3,Burnley,Brentford
Home,L,1,2,Norwich City,Brentford
Away,D,3,3,Newcastle Utd,Brentford
Home,W,1,0,Everton,Brentford
Away,L,0,2,Tottenham,Brentford
Away,D,2,2,Leeds United,Brentford
Home,W,2,1,Watford,Brentford
Away,L,0,2,Brighton,Brentford
Home,L,0,1,Manchester City,Brentford
Home,W,2,1,Aston Villa,Brentford
Away,L,1,4,Southampton,Brentford
Away,L,0,3,Liverpool,Brentford
Home,L,1,3,Manchester Utd,Brentford
Home,L,1,2,Wolves,Brentford
Away,L,0,2,Manchester City,Brentford
Home,D,0,0,Crystal Palace,Brentford
Away,L,1,2,Arsenal,Brentford
Home,L,0,2,Newcastle Utd,Brentford
Away,W,3,1,Norwich City,Brentford
Home,W,2,0,Burnley,Brentford
Away,L,1,2,Leicester City,Brentford
Away,W,4,1,Chelsea,Brentford
Home,W,2,0,West Ham,Brentford
Away,W,2,1,Watford,Brentford
Home,D,0,0,Tottenham,Brentford
Away,L,0,3,Manchester Utd,Brentford
Home,W,3,0,Southampton,Brentford
Away,W,3,2,Everton,Brentford
Home,L,1,2,Leeds United,Brentford
Away,L,2,3,Watford,Aston Villa
Home,W,2,0,Newcastle Utd,Aston Villa
Home,D,1,1,Brentford,Aston Villa
Away,L,0,3,Chelsea,Aston Villa
Home,W,3,0,Everton,Aston Villa
Away,W,1,0,Manchester Utd,Aston Villa
Away,L,1,2,Tottenham,Aston Villa
Home,L,2,3,Wolves,Aston Villa
Away,L,1,3,Arsenal,Aston Villa
Home,L,1,4,West Ham,Aston Villa
Away,L,0,1,Southampton,Aston Villa
Home,W,2,0,Brighton,Aston Villa
Away,W,2,1,Crystal Palace,Aston Villa
Home,L,1,2,Manchester City,Aston Villa
Home,W,2,1,Leicester City,Aston Villa
Away,L,0,1,Liverpool,Aston Villa
Away,W,2,0,Norwich City,Aston Villa
Home,L,1,3,Chelsea,Aston Villa
Away,L,1,2,Brentford,Aston Villa
Home,D,2,2,Manchester Utd,Aston Villa
Away,W,1,0,Everton,Aston Villa
Home,D,3,3,Leeds United,Aston Villa
Away,L,0,1,Newcastle Utd,Aston Villa
Home,L,0,1,Watford,Aston Villa
Away,W,2,0,Brighton,Aston Villa
Home,W,4,0,Southampton,Aston Villa
Away,W,3,0,Leeds United,Aston Villa
Away,L,1,2,West Ham,Aston Villa
Home,L,0,1,Arsenal,Aston Villa
Away,L,1,2,Wolves,Aston Villa
Home,L,0,4,Tottenham,Aston Villa
Away,D,0,0,Leicester City,Aston Villa
Home,W,2,0,Norwich City,Aston Villa
Away,W,3,1,Burnley,Aston Villa
Home,L,1,2,Liverpool,Aston Villa
Home,D,1,1,Crystal Palace,Aston Villa
Home,D,1,1,Burnley,Aston Villa
Away,L,2,3,Manchester City,Aston Villa
Away,L,1,3,Everton,Southampton
Home,D,1,1,Manchester Utd,Southampton
Away,D,2,2,Newcastle Utd,Southampton
Home,D,0,0,West Ham,Southampton
Away,D,0,0,Manchester City,Southampton
Home,L,0,1,Wolves,Southampton
Away,L,1,3,Chelsea,Southampton
Home,W,1,0,Leeds United,Southampton
Home,D,2,2,Burnley,Southampton
Away,W,1,0,Watford,Southampton
Home,W,1,0,Aston Villa,Southampton
Away,L,1,2,Norwich City,Southampton
Away,L,0,4,Liverpool,Southampton
Home,D,2,2,Leicester City,Southampton
Home,D,1,1,Brighton,Southampton
Away,L,0,3,Arsenal,Southampton
Away,D,2,2,Crystal Palace,Southampton
Away,W,3,2,West Ham,Southampton
Home,D,1,1,Tottenham,Southampton
Home,W,4,1,Brentford,Southampton
Away,L,1,3,Wolves,Southampton
Home,D,1,1,Manchester City,Southampton
Away,W,3,2,Tottenham,Southampton
Away,D,1,1,Manchester Utd,Southampton
Home,W,2,0,Everton,Southampton
Home,W,2,0,Norwich City,Southampton
Away,L,0,4,Aston Villa,Southampton
Home,L,1,2,Newcastle Utd,Southampton
Home,L,1,2,Watford,Southampton
Away,D,1,1,Leeds United,Southampton
Home,L,0,6,Chelsea,Southampton
Home,W,1,0,Arsenal,Southampton
Away,L,0,2,Burnley,Southampton
Away,D,2,2,Brighton,Southampton
Home,L,1,2,Crystal Palace,Southampton
Away,L,0,3,Brentford,Southampton
Home,L,1,2,Liverpool,Southampton
Away,L,1,4,Leicester City,Southampton
Home,W,3,1,Southampton,Everton
Away,D,2,2,Leeds United,Everton
Away,W,2,0,Brighton,Everton
Home,W,3,1,Burnley,Everton
Away,L,0,3,Aston Villa,Everton
Home,W,2,0,Norwich City,Everton
Away,D,1,1,Manchester Utd,Everton
Home,L,0,1,West Ham,Everton
Home,L,2,5,Watford,Everton
Away,L,1,2,Wolves,Everton
Home,D,0,0,Tottenham,Everton
Away,L,0,3,Manchester City,Everton
Away,L,0,1,Brentford,Everton
Home,L,1,4,Liverpool,Everton
Home,W,2,1,Arsenal,Everton
Away,L,1,3,Crystal Palace,Everton
Away,D,1,1,Chelsea,Everton
Home,L,2,3,Brighton,Everton
Away,L,1,2,Norwich City,Everton
Home,L,0,1,Aston Villa,Everton
Away,L,1,3,Newcastle Utd,Everton
Home,W,3,0,Leeds United,Everton
Away,L,0,2,Southampton,Everton
Home,L,0,1,Manchester City,Everton
Away,L,0,5,Tottenham,Everton
Home,L,0,1,Wolves,Everton
Home,W,1,0,Newcastle Utd,Everton
Away,L,1,2,West Ham,Everton
Away,L,2,3,Burnley,Everton
Home,W,1,0,Manchester Utd,Everton
Home,D,1,1,Leicester City,Everton
Away,L,0,2,Liverpool,Everton
Home,W,1,0,Chelsea,Everton
Away,W,2,1,Leicester City,Everton
Away,D,0,0,Watford,Everton
Home,L,2,3,Brentford,Everton
Home,W,3,2,Crystal Palace,Everton
Away,L,1,5,Arsenal,Everton
Away,L,1,5,Manchester Utd,Leeds United
Home,D,2,2,Everton,Leeds United
Away,D,1,1,Burnley,Leeds United
Home,L,0,3,Liverpool,Leeds United
Away,D,1,1,Newcastle Utd,Leeds United
Home,L,1,2,West Ham,Leeds United
Home,W,1,0,Watford,Leeds United
Away,L,0,1,Southampton,Leeds United
Home,D,1,1,Wolves,Leeds United
Away,W,2,1,Norwich City,Leeds United
Home,D,1,1,Leicester City,Leeds United
Away,L,1,2,Tottenham,Leeds United
Away,D,0,0,Brighton,Leeds United
Home,W,1,0,Crystal Palace,Leeds United
Home,D,2,2,Brentford,Leeds United
Away,L,2,3,Chelsea,Leeds United
Away,L,0,7,Manchester City,Leeds United
Home,L,1,4,Arsenal,Leeds United
Home,W,3,1,Burnley,Leeds United
Away,W,3,2,West Ham,Leeds United
Home,L,0,1,Newcastle Utd,Leeds United
Away,D,3,3,Aston Villa,Leeds United
Away,L,0,3,Everton,Leeds United
Home,L,2,4,Manchester Utd,Leeds United
Away,L,0,6,Liverpool,Leeds United
Home,L,0,4,Tottenham,Leeds United
Away,L,0,1,Leicester City,Leeds United
Home,L,0,3,Aston Villa,Leeds United
Home,W,2,1,Norwich City,Leeds United
Away,W,3,2,Wolves,Leeds United
Home,D,1,1,Southampton,Leeds United
Away,W,3,0,Watford,Leeds United
Away,D,0,0,Crystal Palace,Leeds United
Home,L,0,4,Manchester City,Leeds United
Away,L,1,2,Arsenal,Leeds United
Home,L,0,3,Chelsea,Leeds United
Home,D,1,1,Brighton,Leeds United
